algorithm_time,avg_time_points,avg_tracks,conflicting_visit_pairs,conflicts,cost,delay_cost_type,exit_code,index,iterations,lb,max_time_points,name,num_conflicts,num_time_points,num_traveltime,objective_iters,resource_iters,sol_time,solver_name,solver_time,status,total_time,trains,travel_and_resource_iters,travel_iters,ub
0.021083208,2.019607843137255,14.800000190734863,87,25,4837,Continuous,,0,34,4837,5,stationB2,18,309,110,34,1,28.429001,SatDddSclTotalizer,0.006132221,ok,0.027214341,5,11,10,4837
0.019936060000000002,3.4161849710982657,16.799999237060547,136,20,674,Continuous,,0,45,674,10,stationB3,52,591,292,45,1,27.64417,SatDddSclTotalizer,0.006415305,ok,0.026350638,5,24,11,674
4.602681724,4.2006079027355625,15.949999809265137,2246,25,62703,Continuous,,0,51,62703,22,stationB4,276,2764,1453,51,1,12288.51759,SatDddSclTotalizer,8.743323987,ok,13.346004846,20,35,0,62703
0.050144913000000006,5.371584699453552,17.799999237060547,136,25,1900,Continuous,,0,64,1900,19,stationB5,116,983,568,64,1,98.412226,SatDddSclTotalizer,0.042499769,ok,0.092643757,5,41,12,1900
0.019873567,2.0636942675159236,15.199999809265137,93,25,461,Continuous,,0,54,461,4,stationB6,9,324,139,54,1,28.295427,SatDddSclTotalizer,0.00735702,ok,0.027229694,5,4,41,461
7.857827247000003,4.205026455026455,15.25,2865,25,59865,Continuous,,0,48,59865,25,stationB7,346,3179,1657,48,1,109880.195254,SatDddSclTotalizer,112.317701147,ok,120.175527372,24,32,0,59865
0.021798976,2.553956834532374,13.399999618530273,72,25,2300,Continuous,,0,71,2300,8,stationB8,12,355,178,71,1,34.0843,SatDddSclTotalizer,0.011127109,ok,0.032925319,5,7,52,2300
0.035745663000000004,2.5380710659898478,13.571428298950195,150,25,12006,Continuous,,0,42,12006,7,stationB9,38,500,215,42,1,51.145024,SatDddSclTotalizer,0.012995899,ok,0.048740635,7,17,11,12006
0.019765519000000002,1.6524064171122994,12.857142448425293,126,25,8761,Continuous,,0,49,8761,4,stationB10,7,309,98,49,1,27.482384,SatDddSclTotalizer,0.006735584,ok,0.026500244,7,3,32,8761
8.087173192999998,4.8,15.399999618530273,3202,25,,Continuous,,0,49,73410,29,stationB11,411,3816,2100,48,1,127521.687447,SatDddSclTotalizer,119.434516934,timeout,127.521687447,25,40,0,73988
8.993356571,5.115384615384615,16.214284896850586,970,25,23789,Continuous,,0,60,23789,29,stationB12,423,2394,1106,60,1,47225.455315,SatDddSclTotalizer,42.711355645,ok,51.704711086,14,45,0,23789
